-1.0	-1.0	1.0
0.0	-1.0	-1.0	1.0	-13.266204413638471
0.01	-1.0892230121216762	-0.99004983375	1.148657069974874	-13.278531277552432
0.02	-1.1774845026919494	-0.9796072945518512	1.2956368422042683	-13.28068179673081
0.03	-1.2647408895370609	-0.9686844036903736	1.4408676021990363	-13.272262234429384
0.04	-1.3509497044010608	-0.9572933427578196	1.5842795271233356	-13.253563769346105
0.05	-1.4360696065398861	-0.9454464443201914	1.7258047074626321	-13.225502864909007
0.06	-1.5200603954656131	-0.9331561825960923	1.865377167265456	-13.189447304499748
0.07	-1.602883022842642	-0.9204351641537242	2.0029328829625745	-13.146991615420069
0.08	-1.6844996035380784	-0.907296118631566	2.1384098007680756	-13.099748997886676
0.09	-1.7648734258290688	-0.8937518894881934	2.2717478526676853	-13.04920130941485
0.1	-1.8439689607703416	-0.8798154247866166	2.402888971000453	-12.996616787410032
0.11	-1.9217518707256802	-0.8654997680184341	2.5317771016407336	-12.943023726971608
0.12	-1.9981890170675354	-0.8508180489730148	2.6583582157881875	-12.889220731092037
0.13	-2.0732484670494427	-0.8357834746568329	2.782580320374283	-12.835805822767352
0.14	-2.146899499856376	-0.820409320267992	2.904393467094551	-12.783211945533958
0.15	-2.219112611838611	-0.804708920230884	3.0237497600765817	-12.731741600406806
0.16	-2.289859520935115	-0.7886956592958351	3.14060336219448	-12.681597192889859
0.17	-2.359113170292917	-0.7723829637084939	3.2549105000412144	-12.63290601142729
0.18	-2.4268477310893233	-0.755784292453625	3.3666294675709882	-12.585739985549445
0.19	-2.493038604564273	-0.7389131285778665	3.4757206284244546	-12.540130907701995
0.2	-2.557662423270518	-0.7217829705959138	3.5821464169502493	-12.496081947110087
0.21	-2.620697051549717	-0.7044073239844884	3.685871337936981	-12.453576244114489
0.22	-2.682121585242923	-0.6867996927683467	3.786861965070452	-12.412583260810814
0.23	-2.741916350644299	-0.6689735712024807	3.885086938131491	-12.373063435674348
0.24	-2.8000629027072983	-0.6509424355545521	3.9805169589504015	-12.334971567882581
0.25	-2.8565440225128644	-0.6327197359914987	4.073124786134594	-12.298259259225354
0.26	-2.911343714009585	-0.614318888574139	4.162885228586559	-12.262876659491788
0.27	-2.9644472000360462	-0.5957532673634933	4.249775137829878	-12.228773698564376
0.28	-3.0158409176359857	-0.5770361966424276	4.333773399161507	-12.195900943516236
